,attitude,tweets
529,neutral,#SEC on @SDS - Is the SEC behind Alabama this Saturday night? http://t.co/QPN7LKEe
530,neutral,"""March the entire Rose Parade in wooden shoes? The MOC-Floyd Valley \""""Pride of the Dutchmen\"""" High School (Orange... http://t.co/y8L46GVr"""
532,neutral,2nd night going to sleep with this girl on skype lol @xJNasty <3 http://t.co/Ic2AJf5G
536,neutral,It\u2019s the first week of CBB season\u002c marquette madness Friday night.  #fanupmu
542,neutral,"""Former \""""Saturday Night Live cohorts Tina Fey\u002c Amy Poehler are teaming up to host the Golden Globe Awards."""
544,neutral,going home with kayla tomorrow to a typical wisconsin small town. what should a city girl like me experience?
545,neutral,"""\""""Even if I knew that tomorrow the world go to pieces\u002c I would still plant my apple tree.\"""" -- Martin Luther King"""
546,neutral,The good news: Parks opening Sat. a.m.\u002c the bad news: the destruction http://t.co/qTVXjOa4
553,neutral,Demba Ba is rated as \u201950-50\u2019 to make Newcastle United\u2019s trip to Liverpool on Sunday\u002c with the striker nursing a... http://t.co/Xs5uSb0d
559,neutral,@26nillive @jimmystirling is currently on a 2 week trial with stoke city played for their firsts in a training game v Rochdale on Tuesday
563,neutral,@WilliamsonNFL what do you think\u002c dynasty league\u002c Trent Richardson and my 2nd and 3rd round picks\u002c for Ridley and two 1st rounders?
564,neutral,Watching the 3rd episode of New Jersey Shore and I\u2019ve just realised the theme tune has changed! #BringBackLMFAO
570,neutral,Jonathan Grimes / Grimes\u002c who was claimed off waivers by the Texans on Wednesday\u002c http://t.co/AwPcBkVf #NFL #HOU
572,neutral,Matt we need to make plans for tomorrow night with some dimes
574,neutral,@LouRockin4Vonn Come SUPPORT the SHOW/MOVEMENT at Parkdale High School on Oct 26th from 8-11 w/ AJA\u002c DREAMTEAM\u002c HQB\u002c DSB & HIB
575,neutral,This nigga Dwight Howard has end of the game stats in the 3rd quarter
579,neutral,@annalilia @arrogantlaker they are going in on the Lakers. Mike Brown may need to take notes..
582,neutral,last day of work and then my 1st official vacation! going to see my little bro in florida tm! and my mommy! #FamOverAll
583,neutral,3 days of Halloween starts tomorrow: Day 1 - David Bowie\u002c day 2 - poker face\u002c day 3 - skeleton #HOLLA
585,neutral,You can get up early Thursday morning and come to see Rick Santorum at the Charlotte Victory Center; or\u002c  If you... http://t.co/bCbhSVum
588,neutral,@Noe_BuenaVidaJB from Brazil. It has some differences. We may have the same words for some things but the pronunciation is way different :)
589,neutral,If Alabama loses to LSU on Saturday\u002c the BCS Championship Game could be played without an SEC team http://t.co/lORN0lRd via @FoxSports
591,neutral,Tom Horne was a lying bastard when he said he marched with MLK\u002c he\u2019s a lying bastard as Arizona AG. That\u2019s why I love him. XO Jan Brewer
594,neutral,I may or may not be dressing as Zayn right now just so I can get cheap food at Chipotle. #noshame
596,neutral,Quiz time... coming up. Answers on the OSFC Physics page ONLY!  1st correct answer wins a KitKat Chucky. U must be studying Physix at Oldham
597,neutral,For those in Ohio who care\u002c Buckeyes would be 6th in the BCS right now ... behind 1-loss LSU
599,neutral,could make his Spireites debut against @Official_HUFC at the Proact Stadium in the FA Cup first round on Saturday.
600,neutral,Is this story why a major democrat in Florida just asked the Gov to extend early voting? http://t.co/9yPH9GvG #TheBlaze @GlennBeck
603,neutral,Were at the Pca game Friday? Idk if you remember me but I was Jared\u2019s friend from TCA @DeonteWilliam17
606,neutral,Someone take me to Florida so I can live in the sun.
607,neutral,@Fosters_ I text you earlier re the XC relay\u2019s on Sat\u002c Andy needs to know if you are running
609,neutral,@Crennell99 u making the trip to Liverpool on the 10th? Think my self and tinchy temple are taking in Everton game if I fancy it?
610,neutral,She said she was gone stand in line to get my Concords in December !
611,neutral,How long b4 the town houses on 7th Ave. Nd MLK get power back on?? @CoryBooker
612,neutral,@MeeshyHope aha yea it still closed and the truck is still filling... Im in my moms car because were leaving for DC tomorrow and we need gas
615,neutral,@footballtips at the ready. As much as It hurts me to say this but the gunners at 4-1 to beat united tomorrow can I not bet it being united
617,neutral,#openfollow Hear lost interview of MLK Jr.: A Tennessee man finds a long lost interview with Mar... http://t.co/p4jK4VKT #teamfollowback
622,neutral,I want Notre Dame to go to the National Championship but i want OU to win this saturday
623,neutral,Going to the Heat vs. Bobcats game December 26
624,neutral,When\u2019s the last time the Chiefs scored a meaningful offensive touchdown? September 23rd\u002c at Saints. #FIREPIOLI
636,neutral,Snow White and the Huntsman director Rupert Sanders may direct Tom Cruise in Van Helsing: SNOW WHITE ... http://t.co/qihPy1Ud #movienews
637,neutral,Ungentlemanly. Tim Howard runs 20 yards out of goal in an attempt to get Sterling sent off for 2nd yellow card (which it wasn\u2019t). #pasoccer
641,neutral,"""After knocking out some fighter in the 2nd round\u002cMuhammad Ali walks up to him and says \""""you ain\u2019t got no biz being in the biz\"""" #swag"""
643,neutral,JR\u2019s HAVE to go to the pep rally tomorrow!
645,neutral,@arvee6teen almost home :) we\u2019re in Dubai na :))) u going to nin\u2019s tomorrow ?
646,neutral,Vote \u2019Castle\u2019\u002c Stana Katic & Nathan Fillion in the 2013 People\u2019s Choice Awards: Tomorrow marks the final day of... http://t.co/qbG2GVw4
649,neutral,I\u2019m going to Go Radio at Shelter in Detroit\u002c MI - Nov 25 http://t.co/V9lIbRx9
650,neutral,Final: IU 1\u002c Northwestern 1. Indiana finished the B1G season at 3-2-1. We await Saturday\u2019s result to see our seed in the B1G Tournament.
651,neutral,3 days to convince some one to come to lana del rey with me in may lol
652,neutral,Off to Sunderland v Aston Villa Saturday.  Am sure I\u2019ve seen the managers somewhere before...
654,neutral,#FootballAsAKid Every day at school\u002c Saturday & Sunday morning for local teams\u002c saturday afternoon going to watch Chelsea
657,neutral,MTV News Exclusive: On the Set of the F Word: Daniel Radcliffe talks to MTV News on the set of The F Word.Added: Fri Oct 19 06:57:16 ...
661,neutral,@C_lairen January 13. Save the date. Get the Jargaritas in. It\u2019s a Golden Globe party. I need to make a drinking game!
662,neutral,Learnt a valuable lesson on Saturday. When your in Oldham and you tell the the taxi driver to take you to town\u002c he won\u2019t think you mean Mcr!
663,neutral,@sirwake I get in around noon!!! And I\u2019m coming to PCA all day Friday :) #alumnireturning
664,neutral,Wait it\u2019s Friday on the east coast why isn\u2019t little things on iTunes
665,neutral,Cards Drop Their 4th Straight to Niners: How many of you stayed past the 3rd quarter? How many let alone stayed ... http://t.co/prvNAp00
668,neutral,4th of November is the date for us to receive all relevant documents and work for GCSE Controlled Assessment and IAAs. #deadline
669,neutral,"""Watching \""""Red Tails\"""" 4 the 1st time"""
670,neutral,Every go getter I know got the same agenda. Hustle from January til the end of December.
671,neutral,@SykesCharlie The election at United Car Wash continues through next Tuesday .As you will recall\u002c United car Wash at 1575 Madison Road.
674,neutral,@sportstats1 Night of the Running Dead next Saturday for Huntsman\u2019s :O).
678,neutral,@GNev2 @chrisdj9 Was the referee not a option i take it. See Howard Webb is starting for Man Utd on Saturday.
679,neutral,@Hannahwestwood8 did you do it via the website? Igot a instant response Monday from Oldham with a new complaint (15 days response to rest)
681,neutral,May or may not be watching FX right now. Might be a movie about just over 25 things
682,neutral,"""@ShaySWood VH1\u2019s \""""Mob Wives\"""" Celebrate the 20th Anniversary of the @5001Flavors Clothing Line in New York City - http://t.co/Q8RLclZB"""
686,neutral,Check out the \u2019FATHER OF LIGHTS\u2019 film FB fan page and read what people are saying about it! Airing FRIDAY 6p PT http://t.co/Mwxb0BHS #REVtv
688,neutral,@kTfurez are you going to maths tomorrow morningg?? xx
691,neutral,@NRachinski you need to get that Dwight Howard jersey to wear to the game tomorrow #Lakers
692,neutral,@joshgriggs12 went to a flat party on tuesday cos it was hustles halloween party...didnt actually make it to hustle though :/ #drunken you?
695,neutral,So according to the video on the 30th; Louis believes in aliens\u002c Harry likes backflipping gerbils\u002c Liam giggles at Larry\u002c Niall laughs a lot
696,neutral,Celtics game Saturday gotta find someone to go with me.. Lol
701,neutral,My bro and I  today since we both finally ate chicken for the 1st time in a year today! Lmao @CoolHandLuke888 http://t.co/s56LR1IP
703,neutral,@_jforJERNAE Come SUPPORT the SHOW/MOVEMENT at Parkdale High School Oct 26th from 8-11 w/ AJA\u002c DREAMTEAM\u002c HQB\u002c DSB & HIB .
709,neutral,Some notes from Les Miles\u2019 Wednesday night presser have been posted to the TSD forum. Stuff on Williford and JJ http://t.co/ztrFxzdU
710,neutral,Back to the HB pass back on 1st drive..if I heard the rumors of Fedora\u2019s plan..you have to think TOB did. Get your D to stay on assignment.
712,neutral,Beliebers have about 40+% more tweets than Justin. You may think we\u2019re tweeting random shit but there\u2019s lots to tweet about Kidrauhl.
715,neutral,The Golden Globe Awards will be hosted by Tina Fey and Amy Poehler live on NBC on January 13 starting at 8pfrom the Beverly Hilton Hotel
722,neutral,Wth am i supposed to do with my Thursday night with no Grey\u2019s nor Scandal?!
724,neutral,@johnwright90 I\u2019m going down to the united game on Sat then staying down there\u002c so I ain\u2019t gonna be out man #immissinout #haveatrebelforme
726,neutral,My Pain may be the reason for somebody\u002cs laugh But My laugh must never be a reason for somebody\u002cs pain #Charlie_Chaplin
730,neutral,Wanna Remind the Twitt-O-Sphere to Add @hederjon and Get a Copy of Nappy D Before the Big #SMTA of NAPOLEON DYNAMITE on Sunday the 4th!!!
731,neutral,Yes\u002c my friends revenge from Sunday\u2019s game Chelsea have crushed Manchester United with five versus Quad
732,neutral,Fulham v Everton: Match Preview: Prepare for Saturday\u2019s game with our match preview\u002c including player views\u002c sta... http://t.co/T37ywvsk
733,neutral,I should be freaking out about deadlines\u002c but UVA extended to the 4th #thankgoodness
734,neutral,#News: Emmy winner and Golden Globe nominee Bradley Whitford will apper in the season 3 of #Shameless! Season 3 coming up in January 13!
735,neutral,@Shanel_Mlle You can also try the Devil Inside\u002c The Apparition or the The Vanishing on 7th Street.
737,neutral,Evolution of Safety: Is Ambulatory Safety the Missing Link? Next NPSF webcast\u002c Nov 15\u002c earn CEs or CMEs\u002c http://t.co/OkUFvhCR #ptsafety
739,neutral,New Bucketist items: learn the lyrics to House of the Rising Sun and Devil Went Down to Georgia
740,neutral,@killacath Your Xbox controller broke? What\u2019s wrong with it? Tell us more...we may be able to be of assistance! ^LB
741,neutral,DONAIRE in the race for fighter of the year award. Won\u2019t be surprised if he nails it. first he must beat Jorge arce in Houston on Dec 15.
743,neutral,"""Pre-match briefing with Ginny:  \""""So who are we seeing tomorrow? I mean\u002c I know it\u2019s the Crows\u002c but who are they playing?\""""  \""""Gary Ablett\"""""""
744,neutral,so now all i want to do is watch Being Human. And I have enough money to buy the boxset when i go to town tomorrow. asdfghjkl
745,neutral,@damianfrancis I think Rebecca Black went crawling back to her day job.. #Friday
747,neutral,Might as well go to the Atl tomorrow
748,neutral,It\u2019s official\u002c I\u2019m going to the Justin Bieber concert tomorrow!!
749,neutral,My Ninja got us tickets for the Mavs game Monday!(:
750,neutral,I miss Sunday nights with @MadMen_AMC  and Mob Wives. #VH1 #TV #BestPrimetimeLineup
751,neutral,"""\""""I saw my father march with Martin Luther King\"""" & \""""My father and I marched with MLK Jr. through the streets of Detroit\"""" http://t.co/Sd2jUHpm"""
754,neutral,@PanduSBS ppssssssttt it\u2019s 32 tomorrow !!! Don\u2019t sit outside tomorrow and jam to Lana Del Rey\u002c\u002c You\u2019ll burn !! :)  K\u002c Bye
758,neutral,Im going to watch the Steelers and Giants game this Sunday
759,neutral,TV News: Dec 17th \u2019Gossip Girl\u2019 finale will air a sneak peek of the upcoming \u2019Sex & the City\u2019 spin off  \u2019The Carrie Diaries\u2019
760,neutral,@graham_large Were visiting the Scarborough in Leeds on Sat before our Fa Cup game at Guiseley
766,neutral,@CMPunk Devil Inside \u002c The exorcisism of Emily Rose \u002c Wrong Turn 4 \u002c See no evil with Kane and Friday the 13th.
767,neutral,8am in UK then 4am here in the Philippines but the same date. Nov/3/2012
773,neutral,They call me Tim Tebow in the 4th Quarter.
775,neutral,Now that you have looked at my avi\u002c come to breast cancer awareness event hosted by DreamTeam.  Thursday at 7 in B117 Wells.
777,neutral,@JayneilAmin Everton are the 2nd highest users of the long ball this season. Wilshere has time and a selling club on his side. #feederclub
778,neutral,Friday Find-A-Friend: <3 <3 <3 is all Sam the Labrador does and <3 <3 <3 is all he asks for in return. http://t.co/9Lpr5Sey #dontshopadopt
780,neutral,Demba Ba is rated as \u201950-50\u2019 to make Newcastle\u2019s trip to Liverpool on Sunday\u002c with the striker nursing a calf injury.
