,attitude,tweets
1109,negative,@seanhannity    We live in the Jersey shore area. No power since Mon. Disgusted with the response of disaster!!!
1112,negative,OU really has nothing play for anymore. Screw the sun bowl or cotton bowl. if we aren\u2019t in a bcs bowl game\u002c it\u2019s a disappointing season.
1114,negative,@NickiOswalt wrong. I think you\u2019re Tom\u002c I\u2019m April. Obviously. Or you\u2019re Jerry.
1121,negative,"""How are these fools talking about \""""Niners are the best team in the NFC\"""".Last time i checked\u002c the Giants SHAT on them. Held them to FG in 4th"""
1153,negative,#TalkLikeYourBestFriend C\u2019mon Big Ben! We\u2019ll never win the Super Bowl if you keep throwing a pick six all the time!
1168,negative,No new Grey\u2019s or Scandal. :( Must be a sign that I\u2019m supposed to study for our exam Monday... (which I completely forgot about!)
1169,negative,And NOW we have no power! :( I wonder if CES does since it is only two blocks away? Kiddos may be coming home from school.
1181,negative,Kenya Powerites\u002c may all thy respective spouses cheat on thee for denying me a rerun of the El Classico.
1191,negative,That 2nd half was shit LA didnt deserve to win it Vancouver played tough and didnt deserve to be screwed by the ref
1192,negative,Tomorrow marks the start of what is usually Chelsea\u2019s worst month. Swansea\u002c Shakhtar\u002c Pool\u002c WBA\u002c Juve\u002c City & Fulham over 4 weeks - TOUGH!
1193,negative,I seriously may be the only person who doesn\u2019t like Madonna
1196,negative,@revmagdalen well since the GOP and DNC are the same...you\u2019re out of luck. Both support NDAA\u002c SOPA\u002c Endless war\u002c drones of the US\u002cno 4th am.
1198,negative,@jpugh3rd This game reminds me of the Cotton Bowl game; we controlled it\u002c but not enough points.  Afraid of 2nd half LSU dominance.
1201,negative,I haven\u2019t eaten chicken nuggets since I was like 6 or 7.. Who wants to get some McDonald\u2019s with me tomorrow?
1207,negative,Sooo I didn\u2019t know the first Friday The 13th didn\u2019t have Jason in it.....
1208,negative,Words with friends just made me watch an ad for the DVD release of Red Tails. Now I may have to pay Zinga or they may make me watch it again
1209,negative,In case you weren\u2019t invited . . .:   ..it \u2019may\u2019 have been because Andy was hiding a deep\u002cdark secret   Personali... http://t.co/JL5WlVB7
1215,negative,I\u2019m always thinking that The Bachelor is pathetic\u002c bunch of gurls fighting for a guy!....C\u2019mon! but when is the opposite I kinda like it =)
1224,negative,we still have to work the WVU game on saturday:/ thats going to be brutal.
1229,negative,It\u2019s Howard Webb. Bookies aren\u2019t giving odds on that. @Zembaness What are the odds that Man U will get a penalty on Saturday? #RefereeUnited
1232,negative,Sandy messed up the great feeling of the Redskins\u002c Cowboys\u002c an Eagles all losing on Sunday! #Giants
1234,negative,@LeMakeleleRole They don\u2019t look good at all. Stop Fletcher and you stop Sunderland. Only players in our side MON managed are Gabby & Guzan.
1238,negative,Will take that result & top the group as well.   Bet Tim Howard is cursing away at us ahead of Sunday #LFC
1242,negative,"""\""""Hey\u002c you\u2019re missing Beauty and the Beast\u002c Vampire Diaries & Grey\u2019s Anatomy right now on TV. Saturday is Merlin\"""" - @costelloek15 #sisterlife"""
1243,negative,"""Honey Badger don\u2019t know the 4th Amendment\u002c \""""After Mathieu\u002c 20\u002c gave the police his consent to search the apartment...\"""""""
1257,negative,Sat alone in my office at lunch so I could watch an episode of Mob Wives.  Pretty sure this day ends with me jumping in front of a train.
1260,negative,My nephew is moving to Florida tomorrow and he won\u2019t even say bye to me. WHAT AN ASSHOLE.
1267,negative,Redheads at cancer risk regardless of sun exposure: study:  PARIS (AFP) - People with pale skin and ... http://t.co/f4Jcf1TA #WeLoveThai
1271,negative,if you don\u2019t know who Kidrauhl is you may as well no speak to me ever again.
1277,negative,Who\u2019s on First? 1st down & goal or Ready\u002c Set\u002c Debate? Who is big ratings winner tonight?  - sadly The Bachelor would probably beat all
1282,negative,Go conservative w/ 600 yd offense\u002c then kick ball to best player in #ACC when it\u2019s only way you can lose.  That about sum up TOB\u2019s 4th Q?
1286,negative,@remyroxx i was mad too i had vernon davis\u002c frank gore\u002c AND i was up by like 15 going in to monday night..i\u2019m tight lol
1287,negative,Whenever I look Michael up on Wiki\u002c my heart breaks when it says \u2019Michael Joseph Jackson (August 29th 1958 - June 25th 2009)\u2019 :(
1294,negative,Mama Jan hes been there since Common Denominator\u002c she can\u2019t leave. A little peiece of Kidrauhl will be gone </3
1301,negative,Lakers gonna lose to the Clippers tomorrow and gonna think the world is over.. Relax y\u2019all okay but not gonna win the West
1308,negative,Why are the regular Thursday night shows not on tonight? I was really looking forward to Parks and Rec. :(
1311,negative,@Just_Dex90 I\u2019ve never seen the movie precious so idc that much about her but this guy.. Friday Night lights and Grey\u2019s double whammy!
1318,negative,Community doesn\u2019t come on until February now. Lego LotR doesn\u2019t come out for two more weeks now.  Now no Parks and Rec tonight?! #curses
1320,negative,Winter Classic is cancelled. Bettman better watch his back. There\u2019s gonna be a lot of NHL fans who want him dead. I may or may not be one...
1325,negative,Yeah it\u2019s most likely that I won\u2019t be able to go to the game tomorrow in Tucson unless I get a last minute ride..... #NoRide #Saddd
1327,negative,I\u2019m so stressed out that I want to puke. Anatomy practical tomorrow\u002c chem exam friday and also a speech.. #shootmenow
1331,negative,49ersParadise HOP: Pick your poison: Eliminating Vernon Davis comes with a price [BEE-BLOG]: Mon\u002c 29 Oct 2012 8:... http://t.co/n0DncWVk
1342,negative,"""Santorum had \""""tingles down [his] spine\"""" watching 1st debate http://t.co/CbUtb0Cs I never want to see \""""Santorum\"""" and \""""tingles\"""" that close"""
1345,negative,@TheTomHendricks couldn\u2019t be without it now mate!! The thought of havin to watch Downton Abbey on a Sunday night makes me wanna top myself!!
1347,negative,Thanks Sky for screwing up another home game by putting it on the Monday of Toy Fair for 2nd year running. Didn\u2019t want to see Everton anyway
1350,negative,You\u2019re gravely misinformed @jgodersky. Best to stop the #lie/talking point. U obviously don\u2019t know MLK Jr http://t.co/g0tiRlv5 @gjzielinski
1360,negative,I love the Niners. This sandy thing was a bust. Now I have to work tomorrow. #bummer
1366,negative,February 13 is going to kill me @Maroon5 @adamlevine @jamesbvalentine thanks for skipping Indiana -.-
1368,negative,@JMaloney61 jordan jefferson just got out of jail... i may go to jail if i ever run into that smacked ass retard
1374,negative,The Devil Inside with @YouuLoveAmber We may die.
1383,negative,My dads all buying beds for the house in Wisconsin . Like bitch I haven\u2019t been there since 6th grade
1393,negative,@nasrahmed93 @natejurgens Also\u002c Ashlee Simpson was booed at the Orange Bowl b/c that was her 1st live performance after SNL lip sync debacle
1414,negative,NEED to go see Lana Del Rey in May but i\u2019m pretty sure i\u2019ll be busy with exams then :(
1422,negative,"""Rick Santorum: \""""DOMA is constitutional. The 1st Amendment protects my religious freedom to force the government discriminate against gays.\"""""""
1429,negative,@Shell_Parr heyy do you mind If we go somewhere els tomorrow like Bolton or somewhere your gona think this is so pathetic but I\u2019m actually
1434,negative,Lamar Odom\u2019s career may be just done. He\u2019s not in shape after skipping the Olympics to get in shape. He may just be declining
1438,negative,BAY HEAD\u002c N.J./BOSTON\u002c Nov 2 (Reuters) - The people of the Jersey Shore may feel alone in the world right now\u002c t... http://t.co/3PbCfRbh
1439,negative,Kinda want to go to Anatomy tomorrow but I don\u2019t at the same time.
1441,negative,Tyrann mathieu may have fucked up his career we know Jordan Jefferson bum ass did cuz he can\u2019t throw smh.
1444,negative,I may be in the slowest check out line ever. Lady gotta Honey Badger haircut and don\u2019t give a Damn.
1447,negative,I think the Hawks defense allow to many 3rd and longs\u002c The offense does not convert enough 3rd downs. An elite defense should d able 2 hold
1450,negative,C\u2019mon Tyran why would u even hang out with Jordan Jefferson that\u2019s ur first problem
1458,negative,Got money on the line and I love USC but I\u2019m going for Org sat cz pac12 need someone to be in the BCS game and USC got no chance
1459,negative,@madeofgoldx I didn\u2019t see him :( but I live in California and he came to my city on Monday but before my local radio station was giving
1476,negative,@Zanzetsuken @bearman399 I have no one to drive me :( I am going to Amy\u2019s tomorrow to do Maths.
1477,negative,@Raptors have no one to blame n the home opener loss - to the Pacers - Except themselves.  Lots of bad shots in the 4th!  #Toronto #Raptors
1485,negative,Here\u2019s video of the unimaginable goalline fumble that may have cost Florida a shot at the National Championship: http://t.co/u5qX6P6F
1487,negative,Romney falsely claimed he saw his father march with MLK Jr. http://t.co/DrhKpGbN. Anything he won\u2019t lie about?
1501,negative,@ToddWilliams I\u2019m not watch today :(\u002c but my friday going to be just for TVD
1509,negative,Watching the news about sandy.. makes my problem seem so small. Yet I had a headache all day. =\ on another note tom is my friday!
1510,negative,All my thoughts and prayers go out to Sergei Bubka Jr. who fell from the 3rd-floor-apartment in Paris.
1513,negative,Babe just left to Tucson. :( Won\u2019t see him till Saturday. #Badtime
1518,negative,Maths topic test better be on Thursday or I\u2019ll be so angry at the teacher.
1526,negative,My guess is that the Huntsman endorsement is a negative in the 4th District race. http://t.co/mIjelZ7y #utpol
1527,negative,May jus have to fuck with those Hawks tomorrow! Niggas luv a deal
1529,negative,That @SportsCenter ride along with Les Miles was the most awkward piece of television ever. 2nd place is this HELLO piece.
1534,negative,@MikeAndMike Big Ben had the best rookie year out of all those quarterbacks and when he one his 2nd Super Bowl had a terrible line
1543,negative,The Devil Inside may be the worst movie I\u2019ve ever seen.
1544,negative,@RackEmWillee they are saying if they don\u2019t put the Winter Classic on lock tomorrow with Michigan- we won\u2019t even have a season :(
1547,negative,Everything is the same with the Heat. LeBron can\u2019t play in the 4th\u002c Heat fans are still cocky as fuck\u002c and Chris Bosh STILL a raptor!!!!
1548,negative,@CBSNews Oh PLEASE! He\u2019s been every political affiliation under the sun.    #RomneyRyan2012 and hey CBS one word: BENGHAZI now THAT\u2019S news.
1551,negative,Bottom of the 10th\u002c 2-2 count\u002c and security hassles the John 3:16 guy behind the plate.
1556,negative,Report: Steelers can\u2019t find hotel\u002c to travel Sun.: The Pittsburgh Steelers will fly to New York only hours before playing the Giants ...
1559,negative,Let\u2019s all talk shit about the Thunder at school tomorrow now. Since they talk too much about the Lakers.
1568,negative,@aBSTRVCT42 naaa i wrote on my ipod and im too lazy to convert it to my computer lol im recording it tomorrow
1576,negative,@kcondetoffees - All about opinions but Osman only played 45 mins on Wed too. Coleman not as good defensively as Hib or Nev.
1592,negative,@HBarnes ill be at the Dec 22nd game vs the Lakers. My GF is a Lakers fan so basically we won\u2019t be talking much that day. Warriors!!!!
1604,negative,Tomorrow I have Zumba but I\u2019m not really feeling it
