,attitude,tweets
694,positive,Come hang out with our wonderful PCA\u2019s and learn about Networking in the Job Search tomorrow form 2-3:30 in the student union. See you there
697,positive,Clearly RWs fault. Super stoked for Monday\u2019s radio programming and the shit storm about how Matt Flynn doesn\u2019t fumble that ball.
698,positive,The Fiesta Bowl was pleasantly surprised Monday to learn it is one of six finalists to hos http://t.co/7U79Ergo
699,positive,A blast from the past... Daisy May\u2019s should have received a Golden Globe for this one. ;) LOL. http://t.co/p4NzUFON
700,positive,Still the 1st Canadian club to make it to the MLS Playoffs... Nothing can change that #History #positive Vancouver is a beautiful city!!!
705,positive,After sunday and wednesday\u2019s game I\u2019m happy with Chelsea style of playing it has improved from last season :D bring on Swansea #sfc  #cfc
706,positive,We thank you Thomas\u002c we all thank youRT @ProFootballTalk: Tom Brady wins AFC offensive player of the week for 22nd time http://t.co/sSCt3EYY
713,positive,Just wanted to wish you all a very Happy Friday everyone and to all my dear friend on FB. Sometimes little things... http://t.co/ZAKwGREN
714,positive,@vickiwright Being Human. Is that the 23rd? If it is I am free for a London trip...if I\u2019m welcome as a guest. I\u2019ll bring cream eggs haha
718,positive,Keep the faith @LAGalaxy fans\u002c we\u2019re never done until the final whistle. The battle for California supremacy begins Sunday. Bring it.
721,positive,Heading to Mangere Arts Centre tonight to support our PIPA 2nd years in their solo pieces\u002c go hard guys!! See you on stage!! :D
725,positive,Good weekend ahead shit shirt party tomorrow then United vs arsenal at old Trafford including an all day piss up #ByeByeWage
729,positive,@mwhiteburgh I think those AAU teams may have had more talent than some of those Wizards teams he coached
736,positive,@real_liam_payne Good. How about you\u002c Liam? Bytheway\u002c good luck for tomorrow.. :)
738,positive,Can u imagine the front 3 of Suarez on the right\u002c Sterling on the left & Klaas-Jan through the middle? :-O that wud be #amazing :-D
742,positive,@SamuelGarf Sam! It\u2019s @Vale_Asencio birthday!! May you wish her a happy one\u002c please? ;)
746,positive,And it that\u2019s not your thing\u002c don\u2019t forget that Being Human is on our stage this Friday\u002c heart-warming and gorgeous: http://t.co/vx2RaUte
752,positive,"""\""""Over Again\"""" is the 2nd Ed song on TMH. A ballad where Harry\u002c Niall\u002c Liam\u002c Zayn and Louis sound most comfortable via @1Dliveupdates"""
753,positive,im happy 1st i have the same b-day as chris jericho 2nd i just figured out rybacks birthday is one day after mine!!
755,positive,We need to keep the positives in our minds. Things like the emergence of Sterling\u002c Suso making the 1st team and Suarez is bang in form.
756,positive,@g_higuain Pipa\u002c a tweet in support of Alonso Ezquerra. & his family. May he rest in peace
763,positive,@BridgetWakelin I\u2019m going to the Celtics  with Conor tomorrow night\u002c but you absolutely must come Saturday. My friends demand your presence.
764,positive,Brothers film premiere tonight\u002c Sunderland away saturday and Jon Richardson sunday - should be a good few days!
765,positive,@slice_tv Friday nights are all about Mob Wives in my house. Respect!
768,positive,@Buranmh at least they got to the big show. Hope Feb 3rd is a good day for the Packers.
769,positive,@ShakeMeDownKid Ohh wooow\u002c it\u2019s pretty asl (thnx google) . We in it. Haha. Anywhoo I\u2019m going to sleep. We gotta chill soon\u002c or Sunday. :P
770,positive,In the Los Angeles area on Nov. 30th- December 1st 2012? This is a red carpet event that you do NOT want to miss! http://t.co/s0lP9Y8c
774,positive,@smg_xox aw thanks sam ! I miss you too much. & tomorrow you better text me. I have a lot to tell ya .
779,positive,@QCook323 Champs Heat\u002c MVP LeBron\u002c Coach of the Year Doc Rivers\u002c Rook of the Year Damian Lillard\u002c 6th man Ginobili\u002c Most Improved Lamar Odom
781,positive,Urban wants Braxton to train with Tim Tebow in the off season!!  I say yes! May not be a good QB\u002c but the dude is smart & works hard
783,positive,@ericcolsen you\u2019ll be at Lakers vs Clippers game tmw ?? I\u2019ll be there... 1st live NBA game for this German girl... woo hoo...
786,positive,@jaustinfisher you and Matt and Alex. (: no school thurs or fri.
794,positive,So happy\u002c just saw an advert on Comedy Central and they\u2019re doing the themed friends marathon thing on Sunday from 8 again yayayayay
808,positive,Looking forward to this concert in Vancouver on December 15th...hope to see you all there! Love that city! http://t.co/Ef8GWk6u
811,positive,Lol I have to decide between going on a date Saturday or lsu vs bama game...Hahahaha this is easy GEAUX TIGERS
813,positive,Meet the stars of The Dream Factory and win movie tix and Sugar Bowl lift tix tomorrow at SB Presidio at 5pm! http://t.co/i3EtICx5
820,positive,The Spanish national manager Vicente del Bosque believes Sunday\u2019s El Clasico set the perfect example: http://t.co/sb47A4Ma
824,positive,"""\""""Watched one of my fave 2011 movies for the 3rd time.Never fails to make me giggle while making me cry and touch my heart.\""""-Makoy Gamboa\u002c FB"""
834,positive,@MissAuroraSnow did you buy or rent ? will discuss on skype all this :) sat :)
835,positive,"""\""""@RikkiRick: Drake may not be the best to y\u2019all but to me he is!\"""" & meeee"""
840,positive,Dwight Howard is dominating this game 29 pts & 9 rebs with 15 minutes left in the game (3 mins in 3rd & whole 4th qtr) #LakersPride
846,positive,Some analysts are beliving that Tony Romo will have a win against the Falcons Sunday night...yeah ok.
849,positive,We declare heaven is invading NLC for October 31 outreach. Father as it is n heaven we say so it is n r outreach. Sick will be healed
850,positive,Great weekend...Roll Tide victory\u002c browsed flea market (played with all the animals)\u002c now @ work...Monday...chilly Monday... :-/
856,positive,@bananapielord Serious talk If you and Tyler do a DayZ thing\u002c I can hook you up with a server.  Skype :Ocdsupertoaster <3 Cell : Dinner 1st
857,positive,The Series Finale Date of Gossip Girl Will Be December 17 - They say don\u2019t cry because it\u2019s over\u002c smile because it h... http://t.co/nLAXPN81
860,positive,@Docs357 My 2nd Home after New England was California--70 average temperature-- quiet & nice it is here  but 6 mos eskimo-LOL
861,positive,Chris Jericho\u2019s @fozzyrock have just announced The VooDoos & Eazy Tiger as support for their show at @academydublin on Sat Nov 30th!
870,positive,"""@NiallOfficial I look forward to see you with Liam\u002c Louis\u002c Zayn and Harry in \""""Dancing with the Stars\"""" in France saturday! :)x"""
873,positive,A never-ending gold rush in China: China\u002c the largest producer of gold\u002c may also become the biggest consumer of ... http://t.co/G25mY8fp
878,positive,YEAH HAWKS! Going to the ship for the 3rd consecutive year! So proud of everyone -- let\u2019s conquer Gordon\u2019s stupid grass field! #notupinhere!
886,positive,@joeovies the run worked for 3 plays. great. and that drive in the 3rd when TOB took it out of glennon\u2019s hands in the RZ? TOB being TOB
889,positive,The goal-celebration I did when I scored my 2nd goal in the EL CLASICO last Sunday is dedicated to Ellai\u002c my loved one.
890,positive,#NW Red Tails for the 1st time!!!
894,positive,All new Teen Mom 2 this monday\u002c I really wanna see it.
897,positive,What would complete my Sunday: The Patriots winning and the bumblebees(steelers) losing. :)
900,positive,What time is it? @Chilitime Thurs at 8PM! Improv favorite Comedy Central\u2019s Bob Biggerstaff! $5 with promo code: CHILI http://t.co/AMDIoYkQ
906,positive,"""YAAAAAY! Jason is my FAVE!!! \""""@TheXFactorUSA: ...and like that\u002c @jasonbroccoli becomes the 6th act in the Top 12! #xfactor\"""""""
910,positive,Come SUPPORT the SHOW/MOVEMENT at Parkdale High School on Oct 26th frm 8-11 w/ AJA\u002c DREAMTEAM\u002c HQB\u002c DSB&HIB. LEAVE THE BULLSHIT AT THE DOOR.
913,positive,Park Shin Hye will have a Fan Meeting in the Philippines on March! Is it true? o.0 @fae016
915,positive,@SoonerSweethert Jason will prove himself again tomorrow when he sells out stadiums in more record times.
922,positive,@Bijon_Keswani If we can find a partner for Suarez in Jan\u002c great. Sterling becomes an impact sub. Then in the summer\u002c get a proper 10 and
923,positive,I just saw on tv that Teen Mom 2 is coming out with a new season November 12th\u002c can\u2019t wait to see it!
928,positive,Jim Brown praises Trent Richardson - Rookie running back Trent Richardson did more than win Sunday\u2019s game for the Br... http://t.co/OCx91jjg
931,positive,The sit down with Peyton was gr8..He opens up alot. Tune in Sunday on the Nfl today on CBS.
932,positive,@machinegunkelly pumped too see you in Tucson on the 27th dude!!! #LaceUp
935,positive,Happy Motha Fuckin Birthday to my wife\u002c Mi Dupes @nyesosweet<3 Love you so much\u002c thankful your still rockin wit me. May God bless you xoxo
937,positive,Cant wait to go meet the cast of Being Human on Tuesday. Be jealous\u002c bitches.
941,positive,Watching Underworld with Jace\u002c having a pretty nice Sunday.
945,positive,David Bowie may be the first celeb I\u2019ve seen who could make mugshots look like a photoshoot for Calv http://t.co/LjfnErzF
946,positive,El Classico\u002c a few minutes of Louis Walsh crying about something then Homeland\u002c not a bad Sunday nights viewing
950,positive,@JKCorden enjoy your last night in swansea! Thursday is all about sin city #sinsavers
952,positive,"""Five weeks of intense rehearsals almost complete! Last rehearsal day tomorrow before the JBSA cast travels to Singapore! \""""Take a bow!!"""
955,positive,Beingsalmankhan is wearing  Being Human  T. shirt in Po po Song of #SOS.. which is very Special thing... He is doing it 4 1st time on screen
959,positive,Yay teen mom 2 starts Monday! But the only reason I watch it is for @TM2LeahDawn :) #TeamLeah
960,positive,The only good thing about this entire day is that notre dame was ranked 3rd to go to the national championship
962,positive,Wow\u002c Colin Powell going to CMU for MLK Jr. celebration in January. That\u2019s cool. A big name for little CMU.
968,positive,@ScarleyByrne hi \u002c you are inspires me and so may fans !!!! I need you here in Brazil !!!!!! you read the casual vacany ???
974,positive,@cbessex Geaux Tigers! I\u2019ll be in Death Valley Saturday night for the Game of the Century III
978,positive,@RealMikeyP haha aight...I also semi trust Alex Smith now after he covered on Monday like that
984,positive,"""Best attitude for living: \""""My Pain may be the Reason for Somebody\u2019s Laugh\u002c But My Laugh Must Never Be the Reason For Somebody\u2019s Pain."""
985,positive,Apple filed its annual 10-K report with the SEC for FY2012 on Wednesday\u002c showing just how much the company has grown. http://t.co/0Gpu8KpS
989,positive,Manchester United can return to the top of the English Premier League on Saturday should they defeat Ar... http://t.co/Cj7JX9mW #Arsenal
993,positive,@megga_balls may consider watching it tomorow then. Daniel radcliffe good in it like?
994,positive,starting the 2nd season of Being Human\u002c lol\u002c that was quick
996,positive,@lilmex2014 We both did.But it was so good.Ithink the best part was when we were hiding from @Nicole_Bethanyy &Tyler since we sat together.
997,positive,Welp\u002c I made it to #MLG Dallas... even the speed limits are bigger in Texas O.o Tomorrow\u002c Sat\u002c Sun... INTERVIEWS!!! keep an eye out :)
1000,positive,This week has been a good week. Got the NBA package free on DIRECT TV until Nov 6th. NBA is fantastic!!!!
1002,positive,Still yet to get really excited for Anfield on Sunday.......surely the run must end sometime???
1010,positive,Adventure time with Aaliyah tomorrow yipeee cant wait :\u2019) andami naming pupuntahan bwahaha
1013,positive,@MizzSkittles0 clearly for the packers game. Dec 23. And yes. I love vests. #iwishbrodywouldwearone #isheturnedornot??????
1021,positive,I liked a @YouTube video http://t.co/IYt2qoE6 Ricky Gervais talks 10th Anniversary The Office with Brad Blanks in New York City
1022,positive,Love me some Aaliyah\u002c may she rest in peace.
1024,positive,Kanye & Kim as batman and catwoman may be the hottest thing ive ever seen #jeal #bestcelebcouple
1026,positive,Fx has the best Thursday night lineup. In fact fx has the best shows on television probably from Tuesday- Thursday
1028,positive,@MyLittleDomo i kind of tried... But ipod soooo i\u2019m just gonna sleep tomorrow or something :\u2019)
1030,positive,Hope I can go to the PCA game with my bestie @CallmeEmerle tomorrow:))
1032,positive,"""Who sings \""""Ya know I like my chicken fried. Cold beer on a Friday night. Pair of jeans that fit just right and the radio upppp\"""" ??"""
1034,positive,Jon Huntsman\u002c Jr. is speaking tomorrow at the University of Akron.   Will be there!!!
1035,positive,@BedTaker Hopefully this is the turning point for Arsenal\u002c push on from here.. But if Everton keep it up I may change that as I\u2019d love top 4
