content,target
@jarekpastor I'm just starting to feel really panicky and anxious that something bad has happened cos it seems like it's been ages,0.0
my dog ran awayyy,0.0
@all_is_one84 Those suck so bad.,0.0
"I'm back. top molar extracted  swollen face, all numb.  But no more toothache or sinus pain.",0.0
"just finished 8 hours of Texas Life Insurance CE tonight, 22 more hours to go",1.0
does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea  helllllpppp,0.0
I want to go to Peru this summer ahhhhhhh! Hopefully! Yesyesyes! I miss it over there!!!,1.0
@exortabreedoll what happen to the maids of yours? Quit once again? ...,0.0
I'm awake. Anybody else awake? Wish I lived in the US since all the fun happens when I'm asleep!,0.0
At Charle's with the power out. LOL! Damn SaveMart lost power and we could not buy beer.,0.0
@Penguin_J heehee. i love you! i am tired.,0.0
my mobile phone refuses to charge!!  either the battery is broken or the chargerrr ( booooo,0.0
@Kirsten613 oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something,0.0
"@kimberly625 hmmm, I thought u were sleeping!! Too bad I can't see those videos until tomorrow night.",0.0
"Morning everyone sorry for going early last night had bad news, felt totally crap   Today is a new day",0.0
went to the beach and it started raining,0.0
"how I wish my parents put me into a Chinese school when I was younger. Then, it'll be so much easier for me to get a job...",0.0
"@AnthonyLucas @iainfunnell Yeah, physically moving too!  Apparently we'll be reporting directly to Mr. Hayward...",1.0
@nayRyelgiuQ airport? and you didnt show up tonight homo!,0.0
@charloro jealous  it looks like schindler's list in toronto,0.0
I want another tatt,1.0
@avalonabsinthe what?! Come as you are!!! But erock just left  bah D:,0.0
"So, I need to make a lot of money tomorrow",1.0
@joiskol  being in your room makes me sad.,0.0
"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I'm not sure if I can sleep at all.",0.0
for the gays i only made 200 tonight,0.0
@CocktailChic oh f*ck! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks,0.0
"if one people did any wrong, the world blames all the people over there, this is the great world which we are living in!  Shit!",0.0
@MandyAlwaysKnws nope.  they are all sleeping cuz they live on the east coast.,0.0
"@dravenreborn I bet its cool down in SR, huh? It's not here. I haven't stopped sweating since noon when dad and I were packing",0.0
@meljachin: eww. dislike,0.0
Tactical mistake: going to the city library and buying milk. Who knew? OUCH OUCH OUCH. Maybe a good thing I didn't try for uni.,0.0
decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots.  Age of the instant gratification....,0.0
"@SuzyDunkley sorry bout the cat,",0.0
needs to have an increase on her salary  http://plurk.com/p/wxluu,0.0
my stomach feels like it's touching the ground..i'm SO full,0.0
Pug just woke me from an incredible sleep!,1.0
@ddlovato i can`t wait to hear your new album. i`m sure will be amazing.please just replay to me  i love you so much!!!!,1.0
Sooo much work so little time,0.0
missed iron chef,0.0
@thevowel the DS version sucks,0.0
what a bad day,0.0
@lilxamyx08 i know ridiculous! we never got to hang out  i love chicago and want to go shopping... so a trip sounds like fun,1.0
hates the net. ayaw bumukas ng twitter.  http://plurk.com/p/wxlxs,0.0
"Ugh, my internet was down!",0.0
omg i didnt tweet all that much today.... *sadness*,0.0
is feeling so giddy and wanna go home.,0.0
the week just wasnt the same without an adam lambert performance!!!,0.0
@rockingjude The link doesn't work,0.0
Up and packing. Its the last day of youth camp,0.0
"GOSSIP GIRL, WHEN ARE YOU COMING BACK  ! chaceeeeeee..",0.0
Smh @ hiphop nursery rhymes,0.0
Somebody please save the polar bears!,0.0
@PandaMayhem noooooooooooo i just look at a lot of pictures   lol lol,1.0
@CrazyBallerina Not really sleepy ...bored is the right word ... again not much work,0.0
It has come to my attention from a 16yo friend that I've recently gained a TON of weight. He didn't know it was me.,0.0
guess im staying home tonight...no movie-ing for me,0.0
went to the cd store to search for the cd. But,0.0
@BuzzEdition reminds me of the weather a month ago it was horrible  I hope all is well hugs,0.0
I miss my mom..  &quot;May angels lead you in&quot;,0.0
there's really no android twitter app of Tweetie's calibre,1.0
on jacksonville beach walking in the cold Ass water   but have to work in the morning   ily &lt;('-')&gt;,0.0
"@taylor_d No, it's not...",0.0
@chocolovere i feel the same way every day,0.0
Can't sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.,0.0
@crunchmonkey78 well i just got home and its not on till tmw at 530p but with comcast its on right now  but i didnt miss it,0.0
Sleppytime. Really missing my godfather right now. Love you Wayne,0.0
So have a headache right now and it sucks,0.0
@JayDz hope ya sleepin well  guys still here,0.0
"i should be finished.... but i'm not.  color drawing, here i come.",1.0
"@jwray12 Lakers, baby Lakers!! I'll miss the game tmwr. I have to work  you'll have to keep me posted please",0.0
"comfort food of the day: pan mee. though, it didnt taste any good..",0.0
damn being drunk and hot sucks,0.0
misses my baby.,0.0
is not sleeping because he has paperwork to do.,0.0
Showered in ice-cold water. Sweating now. Means one thing: I'm sick,0.0
"midnight cry.. wish the person I wanted, wanted me right now",0.0
@mousebudden I'ma need you to follow me real quick cause I can't DM you,0.0
I'm poorly and can't sleep,0.0
Went to pole class. Feeling discouraged. I am hopeless when it cones to dancing or sexy moves or spreading my legs.,0.0
"@RoasterBoy And these poor, unfortunate souls don't appear to have any pants at all...  ? http://blip.fm/~78qvz",0.0
@damohopo @StephanieEllen If I told you how often I wash my hair you would never speak to me again,0.0
"Looks like another sleepless night dedicated to homework. Sorry in advance, Ms. Chapman.",0.0
@jessicaduncan http://twitpic.com/662vk -  WHY DO U LOT MOCK ME!!!,0.0
didnt say goodnight to you,0.0
@abguerraartist  I am not a pussy! damnit!  [sending you an e-mail right now btw],0.0
has work tom.,0.0
In the Hongkong International Airport. Has to wait for 3-4 hours for our next flight to Cebu.,0.0
Can't sleep and nothings on tv!!,0.0
"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now",1.0
@KallieT oh ... you've been superseeded?  not good enough,0.0
today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and I'm definately NOT working this pm,0.0
fuckin'm transtelecom,0.0
"is really, really bored... I guess I will go to bed",0.0
@Syo_of_the_dead I met a stranger just 10 min ago. He was stalking me at the store,0.0
@ModelTheany  tee we beefin....what was u supposed to do before leavin????,0.0
Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.,0.0
@nickkk_ that sucks!,0.0
@dorkydeanna IIII know!!! and mean,0.0
Having Fever  dont feel to work,0.0
"Taking Horse Pills, hoping I can get some sleep tonight",0.0
@BusyGod PGPM student from where? I myself was a PGPM student about 4 years back. I wish I could stay one,0.0
missing @MeLDiBiAsE...6 days can't pass quick enough,0.0
@juliaiiivir Hey! That's my school! I hate that place.,0.0
"Working from home today, my back is killing me  Doctor and then physio after later today.",0.0
back to work.. with no distractions..,0.0
"@ddlovato demi, just say hi to me and it`s enough. just replay to me please  love you so much!!!",1.0
awwww  i never noticed this http://bit.ly/RConp,0.0
"@heavyharts that sucks  well state starts tomorrow so im headin 2 bed, nitey nite",0.0
"Looks like it's going to be too nice to work today, how annoying as I have no choice",0.0
@mygoldmask did you guys keep a set list? I forgot to ask for one  xx,0.0
"First impression of Silverlight: sadly, based on what I saw today, it's quite problematic",0.0
is desperatly hoping my dad takes me to vanessa's game,0.0
@pb_and_jay hi!  Fuck your job!,0.0
Missing you all deeply,0.0
"the time you go to bed,  i have to get up to go to work",0.0
"@mrssunshine96 big now!!! Vanessa is going to be 3 in September, its going by so fast!  its hard cuz Im workin so much, I miss out on alot",1.0
"@Ravels sniff sniff  take care ravels! Hopefully we'll be chatting again soon. In the mean time, I'll HELLA miss you.",0.0
"@miss_cheryl Lucky, now I want to teleport",0.0
Somebody please save the polar bears!,0.0
"My nose is runny, my head is pounding, and teeth hurt like a bitch. MAN. @-) I feel awful.  =((",0.0
I don't want her to leave..,0.0
Headin home...Refreshed my mind and soul justa lil bit...Bac to reality.,1.0
"good lord, just seen the agency work for our upcoming Open Day. Money for Jam",1.0
wut do i do now????,0.0
Working   But it's Fridaaaayyyyy,0.0
At the Grove for 'Drag Me to Hell.' I hope that it doesn't suck.,0.0
@NOLAevol so i feel like shit for saying HAPPY BELATED BIRFDAYY.. i'm only a month late,0.0
"@KaliyahPjones lmao...thats sad, kinda discourages me 4rom goin if the shit's wack",0.0
Got home from work @ 9:45 and JUST finished cleaning. Now I need to eat dinner and don't know what I want!!  Ugh...oh well. Might not eat.,0.0
@WillyNorthpole I wish I was there,0.0
"I miss my little Batty, she was only 3 months old when she got sick, she was always so fun and full of life &lt;3 Even at the very end...",0.0
FC is finally up again. it's about time. i hate that this keeps happening,0.0
seriously bored without anyone to talk to... but not tired enough for sleep,0.0
morning again! I hate mornings. So offensive!,0.0
@keytar still!! give your computer a break omg,0.0
bed bed bed @samuelasanders do you never answer texts anymore?  I thought of you the other day and sent one but never heard back. Sad day,0.0
where u at?,0.0
@brianshead waah. We're no longer your peeps.,0.0
@angelica_yo LOL wow dawg doesn't sound like you're playing!  I feel bad now haha,0.0
Extremly deep,0.0
My little foster kittens are getting big...chubba and Winston are going 2 b missed when they get amazing homes.,1.0
one week till exam block,1.0
@Forever_Yours13 I'm not at home with my cats right now!,0.0
hoping i didn't fail english. that would just be sad,0.0
Know what would be great? For my shoulder to stop hurting so I can sleep normal again.  I just want/need a few solid hours of good sleep.,0.0
Leno's last show was tonight.  I like him better than Conan.,0.0
@MariusLT I'm sorry about your bad driving experiences.,0.0
@monpio i don't have any of that,0.0
Already misses @CMontecillo,0.0
"plan may changes , nooooooo",0.0
my sister is a douchebag,0.0
@fiercebanana there's relisting fees when you don't complete a sale?  that sucks!,0.0
@eCheers Random has an a,0.0
I knew I should've worn the SARS mask on the plane from SoCal.. feeling the beginnings of a sore throat,0.0
Gutted that the bathroom still isn't free- early work isn't going to happen  . And I need the loo!,0.0
@ddlovato july... too long,0.0
@laurelexmachina awww I wish I could have been there  I'm stuck here about to jab out my eyes with knitting needles,0.0
@astynes Me too.  Wonder if Mnet will show it...,0.0
Wearing glasses gives me a headache.,0.0
@calvinharris stop talkin about food haha fill like sum nw  hha hows your day goin or starting,1.0
"finished sewing for the night, uploading pictures from slidebar and beach. i cant believe i am having difficulties with twitter!",0.0
thank you @ddlovato (: cant wait!!!! ummm btw ima crash still sick,0.0
"First my work computer, now my home laptop is fucked.",0.0
#liesgirlstell  a guy calls her phone to see if the number is real ) ohh my phone isn't working . try tomorrow .,0.0
#beer #friday #melbourne #cbd #mtub #mini #cmon Thirsty and lonely ... you buggers are making me feel like a scotty no mates,0.0
@debbylovespr I know. We came back from 22 down in the 1st just to lose the lead in the last 6 minutes.,0.0
